time_s,time_ms,id_ref_A,iq_ref_A,id_A,iq_A,ud_unclipped_V,uq_unclipped_V,ud_clipped_V,uq_clipped_V,xI_d_V,xI_q_V,duty_min,duty_max,saturation_norm_V
0.0081,8.1,-100,100,-99.52031044,99.91005499,-285.0583454,-13.67657819,-285.0583454,-13.67657819,-180.0329776,359.9367202,0.1041253002,0.9746701819,6.898122194e-14
0.0082,8.2,-100,100,-99.81243513,99.99203265,-284.5317138,-14.46303722,-284.5317138,-14.46303722,-180.2115423,359.9518827,0.2231373738,1,2.735442404
0.0083,8.3,-100,100,-99.96706553,100.0146272,-284.1148774,-14.77776646,-281.39442,-14.49183486,-179.6059903,359.8630386,0.1406328752,0.9933947449,6.204547701e-14
0.0084,8.4,-100,100,-99.47529132,99.94374212,-285.4108097,-13.81760509,-285.4108097,-13.81760509,-180.1055211,359.9701018,0.04673726839,0.9271745841,5.709267256e-14
0.0085,8.5,-100,100,-99.81747785,100.0124581,-284.6596039,-14.60936261,-284.6596039,-14.60936261,-180.279285,359.9463931,0,0.8197520357,0.6759587081
0.0086,8.6,-100,100,-99.98710102,100.0233088,-284.1290305,-14.88039758,-283.4678431,-14.73985787,-180.1384506,359.9039965,0,0.819566488,0.7603251112
0.0087,8.7,-100,100,-99.91596275,100.0048397,-284.2336447,-14.69547464,-283.4774847,-14.77495026,-180.0376644,359.8402662,0.04673611031,0.9258676835,9.099386826e-14
0.0088,8.8,-100,100,-99.8558512,99.97434168,-284.2840165,-14.45307136,-284.2840165,-14.45307136,-180.1748963,359.889096,0.1407047956,0.9904306404,7.105427358e-15
0.0089,8.9,-100,100,-99.97305162,99.99865887,-283.9947482,-14.71149737,-283.9947482,-14.71149737,-180.2005515,359.8916483,0.2237272246,1,2.541838043
0.009,9,-100,100,-100.0239875,100.0031344,-283.8127571,-14.78752893,-281.270919,-14.78752893,-179.5763058,359.7655477,0.1053731225,0.9765719675,6.521915364e-14
0.0091,9.1,-100,100,-99.52031045,99.910055,-285.0583454,-13.6765782,-285.0583454,-13.6765782,-180.0329776,359.9367202,0.0253298181,0.8958746998,2.131628207e-14
0.0092,9.2,-100,100,-99.81243513,99.99203266,-284.5317137,-14.46303723,-284.5317137,-14.46303723,-180.2115423,359.9518827,0,0.7768626262,2.735442406
0.0093,9.3,-100,100,-99.96706553,100.0146272,-284.1148774,-14.77776646,-281.39442,-14.49183487,-179.6059903,359.8630386,0.006605255137,0.8593671248,5.86197757e-14
0.0094,9.4,-100,100,-99.47529132,99.94374212,-285.4108097,-13.8176051,-285.4108097,-13.8176051,-180.1055211,359.9701018,0.0728254159,0.9532627316,5.695433295e-14
0.0095,9.5,-100,100,-99.81747785,100.0124581,-284.6596039,-14.60936261,-284.6596039,-14.60936261,-180.279285,359.9463931,0.1802479643,1,0.6759587099
0.0096,9.6,-100,100,-99.98710102,100.0233088,-284.1290305,-14.88039758,-283.4678431,-14.73985787,-180.1384506,359.9039965,0.180433512,1,0.7603251131
0.0097,9.7,-100,100,-99.91596275,100.0048397,-284.2336447,-14.69547464,-283.4774847,-14.77495026,-180.0376644,359.8402662,0.07413231647,0.9532638897,5.859285502e-14
0.0098,9.8,-100,100,-99.8558512,99.97434168,-284.2840165,-14.45307136,-284.2840165,-14.45307136,-180.1748963,359.889096,0.009569359631,0.8592952044,5.151434834e-14
0.0099,9.9,-100,100,-99.97305162,99.99865887,-283.9947482,-14.71149737,-283.9947482,-14.71149737,-180.2005515,359.8916483,0,0.7762727754,2.541838044
0.01,10,-100,100,-100.0239875,100.0031344,-283.8127571,-14.78752893,-281.270919,-14.78752893,-179.5763058,359.7655477,0,0,0
